### SHEET: Visión Macro 23S
 | MK × XABI — PLANIFICACIÓN HYROX VALENCIA · 23 SEMANAS · 11 MAY → 16 OCT 2026 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | MK: Sent 55kg · DL 75kg · BP 30kg   |   Xabi: Sent 60kg · DL 80kg · BP 90kg   |   Objetivo: sub 1:15 · Ritmo competición: ~5:30/km |  |  |  |  |  |  |  |  |  |  |  |  | 
 | S | Fecha | Fase | Días | RPE | Volumen | Intensidad | % RM | Objetivo / Notas | MK / Completadas | MK / RPE Medio | Xabi / Completadas | Xabi / RPE Medio | Observaciones reales
 | 1 | 11 may | Introductorio | 4 | 7 | Alto | Baja | 55% | Construir base — técnica + Z2 + primera toma series | 1/4 | — | 0/4 | — | MK: solo D1 Fuerza (fiebre resto semana). Xabi: 0 sesiones.
 | 2 | 18 may | Introductorio | 4 | 7 | Alto | Baja | 60% | Economizar carrera — +5% carga · +1 serie pista | 2/4 | 6.5 | 2/4 | 6 | D1+D2 no realizados. HYROX técnico sin trineo (3 vueltas). Series carrera: primera vez, bien. MK: salida rápida (4:10/km), caída S4, recuperación. Xabi: arranque excesivo (3:35/km), mejorar respiración y pacing.
 | 3 | 25 may | Base aeróbica | 4 | 7 | Alto | Baja | 60% | Controlar fatiga — primer HYROX técnico juntos |  |  |  |  | 
 | 4 | 01 jun | Base aeróbica | 4 | 7 | Alto | Media | 65% | Primera transferencia — correr + estaciones |  |  |  |  | 
 | 5 | 08 jun | Base aeróbica | 4 | 8 | Med-Alt | Media | 70% | Subir umbral — 400m más rápidos |  |  |  |  | 
 | 6 | 15 jun | Base aeróbica | 4 | 8 | Medio | Med-Alt | 75% | Tolerancia trineo — pasos cortos + respiración |  |  |  |  | 
 | 7 | 22 jun | Base aeróbica | 4 | 8 | Medio | Media | 75% | Lunges y burpees eficientes — proteger cuáds |  |  |  |  | 
 | 8 | 29 jun | Descarga | 4 | 6 | Bajo | Baja | 65% | Mini-descarga — consolidar sin fatiga acumulada |  |  |  |  | 
 | 9 | 06 jul | Umbral | 5 | 8 | Medio | Alta | 80-85% | Ritmo objetivo — primeras series a ritmo HYROX |  |  |  |  | 
 | 10 | 13 jul | Umbral | 5 | 8 | Medio | Alta | 80% | Sincronía en pareja — quién marca el paso |  |  |  |  | 
 | 11 | 20 jul | Umbral | 5 | 8 | Alt-Med | Alta | 75% | Simulacro 80% — probar estrategia sin romperse |  |  |  |  | 
 | 12 | 27 jul | Descarga | 5 | 6 | Bajo | Media | 65% | Supercompensación — bajo volumen, alto rendimiento |  |  |  |  | 
 | 13 | 03 ago | Realización | 6 | 8 | Alto | Alta | 80% | Primer bloque 6 días — fuerza + específico HYROX |  |  |  |  | 
 | 14 | 10 ago | Realización | 6 | 8 | Alto | Alta | 82% | Resistencia específica — simulacros crecientes |  |  |  |  | 
 | 15 | 17 ago | Realización | 6 | 9 | Med-Alt | Muy alta | 85% | Potencia + velocidad — picos de ritmo |  |  |  |  | 
 | 16 | 24 ago | Realización | 6 | 8 | Medio | Alta | 80% | Simulacro 90% — validar tiempo objetivo |  |  |  |  | 
 | 17 | 31 ago | Descarga | 6 | 6 | Bajo | Media | 65% | Descarga activa — mantener forma, bajar fatiga |  |  |  |  | 
 | 18 | 07 sep | Competitivo | 6 | 8 | Medio | Alta | 82% | Ritmo de competición — solidificar el pacing |  |  |  |  | 
 | 19 | 14 sep | Competitivo | 6 | 9 | Med-Alt | Muy alta | 85% | Pico de forma — simulacro completo al 100% |  |  |  |  | 
 | 20 | 21 sep | Competitivo | 6 | 8 | Medio | Alta | 80% | Ajuste fino — correcciones técnicas finales |  |  |  |  | 
 | 21 | 28 sep | Taper | 5 | 7 | Bajo | Alta | 75% | Inicio taper — reducir volumen, mantener intensidad |  |  |  |  | 
 | 22 | 05 oct | Taper | 4 | 6 | Muy bajo | Media | 60% | Taper profundo — activación sin fatiga |  |  |  |  | 
 | 23 | 12 oct | Competición | COMP | 10 | — | MAX | — | 🏁 VALENCIA — 16 octubre |  |  |  |  | 

### SHEET: MK — Plan Completo
 | MK — HYROX VALENCIA · PLAN COMPLETO 23 SEMANAS |  |  |  |  |  |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX potencia — series de estaciones: / 4×(500m Run → 500m Ski → 500m Row) · Desc 3' / Luego: 3×(20m Push+Pull → 20 BBJ → 40m Farmer) / WB 6kg | 60–90'' entre estaciones | ~60' | 9 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S16  ·  24 ago  ·  REALIZACIÓN  ·  6 DÍAS  ·  RPE 8  ·  Simulacro 90% — validar tiempo objetivo |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @80% → 45kg / PM 5×3 @80% → 60kg / Bench 4×4 → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / SIMULACRO COMPLETO 90%: / 1000m Run → 1000m Ski → 50m Push → 50m Pull / → 80m BBJ → 1000m Row → 200m Farmer → 100m Lunges → 100 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 9 |  |  | 
 | S17  ·  31 ago  ·  DESCARGA  ·  6 DÍAS  ·  RPE 6  ·  Descarga activa — mantener forma, bajar fatiga |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 5 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @65% → 35kg / PM 5×3 @65% → 50kg / Bench 4×4 → 17.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 5 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 6 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX suave fluidez: / 500m Ski → 500m Row → 20 WB → 20 Lunges → 20m Push → 20m Pull → 500m Run / WB 6kg | 60–90'' entre estaciones | ~60' | 6 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S18  ·  07 sep  ·  COMPETITIVO  ·  6 DÍAS  ·  RPE 8  ·  Ritmo de competición — solidificar el pacing |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @82% → 45kg / PM 5×3 @82% → 62.5kg / Bench 4×4 → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX ritmo competición: / 1000m Run → 1000m Ski → 50m Push → 50m Pull → 80m BBJ → 1000m Row → 200m Farmer → 100m Lunges → 100 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S19  ·  14 sep  ·  COMPETITIVO  ·  6 DÍAS  ·  RPE 9  ·  Pico de forma — simulacro completo al 100% |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @85% → 47.5kg / PM 5×3 @85% → 65kg / Bench 4×4 → 25kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 9 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / SIMULACRO COMPLETO 100%: / 1000m Run → 1000m Ski → 50m Push → 50m Pull / → 80m BBJ → 1000m Row → 200m Farmer → 100m Lunges → 100 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 9 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 9 |  |  | 
 | S20  ·  21 sep  ·  COMPETITIVO  ·  6 DÍAS  ·  RPE 8  ·  Ajuste fino — correcciones técnicas finales |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @80% → 45kg / PM 5×3 @80% → 60kg / Bench 4×4 → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX técnico fino: / 500m Ski → 20 WB → 500m Run → 20m Push → 20m Pull → 500m Row → 30 Lunges → 500m Run / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S21  ·  28 sep  ·  TAPER  ·  5 DÍAS  ·  RPE 7  ·  Inicio taper — reducir volumen, mantener intensidad |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Activación aeróbica | CAL: 5' movilidad + trote suave /  / Carrera fácil 25–30 min / 6:20–6:50/km | — | ~35' | 5 |  |  | 
 | Miércoles | Fuerza técnica (sin fatiga) | CAL: 5' movilidad + activación /  / Sentadilla 3×3 @70% → 37.5kg / PM 3×3 → 52.5kg / Bench 3×5 → 20kg / Trineo muy ligero 3×20m | 75–90'' | ~45' | 5 |  |  | 
 | Jueves | Series cortas activación | CAL: 10' trote + técnica /  / 4×400m a ritmo competición / 2:02–2:05/400m / Rec: 2' | 2' | ~35' | 6 |  |  | 
 | Viernes | HYROX activación (corto) | CAL: 8' remo suave /  / 1 ronda muy ligera: / 500m Run → 500m Ski → 500m Row / → 10m Push → 10m Pull → 10 WB → 10 Lunges / Todo fluido, sin esfuerzo real | — | ~30' | 4 |  |  | 
 | Sábado (solo S21) | Carrera suave | CAL: 5' movilidad /  / Rodaje suave 30 min / 6:30–7:00/km | — | ~35' | 4 |  |  | 
 | S22  ·  05 oct  ·  TAPER  ·  4 DÍAS  ·  RPE 6  ·  Taper profundo — activación sin fatiga |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Activación aeróbica | CAL: 5' movilidad + trote suave /  / Carrera fácil 25–30 min / 6:20–6:50/km | — | ~35' | 5 |  |  | 
 | Miércoles | Fuerza técnica (sin fatiga) | CAL: 5' movilidad + activación /  / Sentadilla 3×3 @60% → 32.5kg / PM 3×3 → 45kg / Bench 3×5 → 17.5kg / Trineo muy ligero 3×20m | 75–90'' | ~45' | 4 |  |  | 
 | Jueves | Series cortas activación | CAL: 10' trote + técnica /  / 4×400m a ritmo competición / 2:02–2:05/400m / Rec: 2' | 2' | ~35' | 5 |  |  | 
 | Viernes | HYROX activación (corto) | CAL: 8' remo suave /  / 1 ronda muy ligera: / 500m Run → 500m Ski → 500m Row / → 10m Push → 10m Pull → 10 WB → 10 Lunges / Todo fluido, sin esfuerzo real | — | ~30' | 4 |  |  | 
 | S23  ·  12 oct  ·  COMPETICIÓN  ·  COMP DÍAS  ·  RPE 10  ·  🏁 VALENCIA — 16 octubre |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Último rodaje suave | CAL: 5' movilidad /  / Carrera muy suave 20–25 min / 6:50–7:20/km / Solo para soltar piernas | — | ~25' | 3 |  |  | 
 | Martes | Activación técnica | CAL: 5' movilidad + 5' trote /  / 10' trote suave + 4×100m a ritmo competición / Repaso mental de estrategia HYROX / 30'' pace | — | ~25' | 3 |  |  | 
 | Miércoles | Descanso completo | CAL: — /  / Movilidad + estiramientos suaves 20' / Hidratación y nutrición óptimas / Descanso mental — no pensar en carrera | — | ~20' | 1 |  |  | 

### SHEET: Xabi — Plan Completo
 | XABI — HYROX VALENCIA · PLAN COMPLETO 23 SEMANAS |  |  |  |  |  |  |  | 
 | RM: Sentadilla 60kg · Peso Muerto 80kg · Press Banca 90kg   |   Objetivo sub 1:15 · Ritmo HYROX: ~5:30/km   |   ⚠️ S1/S2 corregidas (datos reales del HTML) |  |  |  |  |  |  |  | 
 | S1  ·  11 may  ·  INTRODUCTORIO  ·  4 DÍAS  ·  RPE 7  ·  Construir base — técnica + Z2 + primera toma series |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE | Completada | RPE Real | Notas registro
 | Miércoles | Fuerza (casa) | CAL: 5' movilidad general / Sentadilla Búlgara 3×8/pierna → 8kg / Hip Thrust 3×12 → 16kg / Press Mancuerna 4×10 → 10kg / Dominadas 3×6 BW / Plancha 3×30'' | 60–90' | ~50' | 7 | No |  | No realizada — semana sin entrenamiento.
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote suave / Carrera continua 30' / Ritmo cómodo — hablar sin problema / (Sin referencia de tiempo todavía) | — | ~40' | 5 | No |  | No realizada.
 | Viernes | HYROX Técnico (gym, juntos) | CAL: 8' remo suave + movilidad hombro / 3 rondas (foco técnica, sin cronómetro): / · 250m Ski Erg — amortiguador 6 / · 250m Remo — amortiguador 6 / · 10 Wall Balls 6–9kg · diana 3m / · 3×40m Farmer Carry 2×18kg / · 20m Sled Push ligero (primera vez) / · 20m Sled Pull ligero / · 2×8 Burpee Broad Jump — salto largo / Desc 2–3' entre rondas | 2–3' entre rondas | ~60' | 6 | No |  | No realizada.
 | Sábado | Series carrera pista | CAL: 10' trote + 3×100m prog. / 6×400m a su ritmo — sin romperse / Rec: 90–120'' caminando / Anotar pace/km de cada serie | 90–120'' | ~55' | 7 | No |  | No realizada.
 | S2  ·  18 may  ·  INTRODUCTORIO  ·  4 DÍAS  ·  RPE 7  ·  Economizar carrera — +5% carga · +1 serie pista |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE | Completada | RPE Real | Notas registro
 | Miércoles | Fuerza (casa) | CAL: 5' movilidad general / Sentadilla Búlgara 3×8/pierna → 10–12kg / RDL una pierna 3×8/pierna → 12–14kg / Dominadas 3×6 BW / Hip Thrust 3×12 → 16–20kg | 60–90' | ~50' | 6 | No |  | No realizada.
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote suave / Carrera continua 40 min / Ritmo cómodo — hablar sin problema | — | ~50' | 5 | No |  | No realizada.
 | Viernes | HYROX Técnico (gym, juntos) | CAL: 8' ski suave + movilidad hombro / 2 rondas: / · 400m Run / · 500m Ski Erg — amortiguador 6 / · 10 Wall Balls 6–9kg · diana 3m / · 15 Lunges sin carga / · 500m Remo — amortiguador 6 / · 10 Burpees — salto largo (aprovechar altura) / Desc 2' entre rondas | 2' entre rondas | ~60' | 6 | Sí | 5 | Remo 1:55/500m · Ski 2:20/500m. Cansado, falta de aire — respiración a trabajar. / Wall Ball cómodo con 5kg, más duro 7kg. Burpees: técnica muy a depurar, salto largo — aprovechar altura.
 | Sábado | Series carrera pista | CAL: 10' trote + técnica / 8×400m a su ritmo estable / Rec: 75–90'' caminando / Anotar pace/km · mejorar respiración entre series | 75–90'' | ~60' | 7 | Sí | 7 | Con falta de aire — control de respiración a mejorar. / Tiempos reales /400m: / 1:26 (3:35/km) · 1:37 (4:05/km) · 2:06 (5:15/km) · 2:08 (5:20/km) · 2:12 (5:30/km) · 2:17 (5:42/km) / ⚠️ Salida demasiado rápida (3:35/km). Para S3: arrancar a 5:30–5:45/km y mantener.
 | S3  ·  25 may  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 7  ·  Controlar fatiga — primer HYROX técnico juntos |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo (gym, juntos) | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @60% → 35kg / PM 4×4 @60% → 47.5kg / Trineo Push 4×20m + Pull 4×20m / Plancha 3×30'' | 60–90'' | ~60' | 7 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 40–45 min / cómodo | — | ~50' | 6 |  |  | 
 | Viernes | HYROX Base + Ritmo (gym, juntos) | CAL: 8' remo + movilidad + 10 WB /  / 1 ronda completa (sin cronómetro, foco fluidez): / 800m Run → 1000m Row → 30 Lunges / → 20 Burpees lentos → 50 WB en bloques de 10 / WB 6–9kg | — | ~60' | 7 |  |  | 
 | Sábado | Series mixtas | CAL: 10' trote + técnica + 3×100m prog. /  / 6×500m ritmo estable / Rec: 90–120'' caminando / arrancar 5:30–5:45/km y mantener (NO salir más rápido que S2) | 90–120'' | ~55' | 7 |  |  | 
 | S4  ·  01 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 7  ·  Primera transferencia — correr + estaciones |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Primera Transferencia | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @65% → 40kg / PM 4×4 @65% → 52.5kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 7 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / cómodo | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda fluida: / 800m Run → 1000m Ski → 20m Push → 20m Pull / → 1000m Row → 30 Lunges → 40 Burpees lentos → 50 WB / WB 6–9kg | 60–90'' entre rondas | ~60' | 7 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 3×1000m ritmo estable / Rec: 2' / a su ritmo progresando | 2' | ~55' | 7 |  |  | 
 | S5  ·  08 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Subir umbral — 400m más rápidos |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Subir Umbral | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @70% → 42.5kg / PM 4×4 @75% → 60kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / cómodo | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 3 rondas: / 800m Run → 1000m Ski → 25 WB / → 20m Push → 20m Pull → 800m Row → 30 Lunges → 30 Burpees / WB 6–9kg | 60–90'' entre rondas | ~60' | 7 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 8×400m ritmo estable / Rec: 60–90'' / a su ritmo progresando | 60–90'' | ~55' | 7 |  |  | 
 | S6  ·  15 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Tolerancia trineo — pasos cortos + respiración |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Tolerancia Trineo | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @75% → 45kg / PM 4×4 @80% → 65kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / cómodo | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda: / 600m Run → 1000m Row → 20 WB → 20m Push / → 20m Pull → 20 Burpees → 30 Lunges → 600m Run / WB 9kg | 60–90'' entre rondas | ~60' | 8 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 4×800m ritmo estable / Rec: 2' / a su ritmo progresando | 2' | ~55' | 7 |  |  | 
 | S7  ·  22 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Lunges y burpees eficientes — proteger cuáds |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Lunges Eficientes | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @75% → 45kg / PM 4×4 @75% → 60kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 9 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 50–55 min / cómodo | — | ~{'65' if s<7 else '55'}' | 7 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda: / 800m Run → 1000m Ski → 40 Lunges / → 20 Burpees → 40 WB en bloques de 10 / WB 9kg | 60–90'' entre rondas | ~60' | 8 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 6×500m ritmo estable / Rec: 90–120'' / a su ritmo progresando | 90–120'' | ~55' | 7 |  |  | 
 | S8  ·  29 jun  ·  DESCARGA  ·  4 DÍAS  ·  RPE 6  ·  Mini-descarga — consolidar sin fatiga acumulada |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Mini-Descarga | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @65% → 40kg / PM 4×4 @65% → 52.5kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 6 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 50–55 min / cómodo | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda suave (técnica pura): / 800m Run → 1000m Ski → 20m Push → 20m Pull / → 1000m Row → 30 Lunges → 30 Burpees → 50 WB / WB 9kg | 60–90'' entre rondas | ~60' | 6 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 3×1000m ritmo estable / Rec: 2' / a su ritmo progresando | 2' | ~55' | 6 |  |  | 
 | S9  ·  06 jul  ·  UMBRAL  ·  5 DÍAS  ·  RPE 8  ·  Ritmo objetivo — primeras series a ritmo HYROX |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base (5º día) | CAL: 5' movilidad + trote suave /  / Carrera Z2 fácil 35–40 min / cómodo | — | ~45' | 6 |  |  | 
 | Miércoles | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @85% → 50kg / PM 5×3 @85% → 67.5kg / Bench 4×4 @80% → 72.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 + técnica | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 50–60 min con técnica de pasos / cómodo | — | ~60' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo: carrera + movilidad /  / SIMULACRO PARCIAL 70%: / 1000m Run → 1000m Ski → 25m Push → 25m Pull / → 60m Burpee BBJ → 1000m Row → 200m Farmer → 50m Lunges → 50 WB / WB 9kg · Sled progresando | 60–90'' entre estaciones | ~60' | 8 |  |  | 
